"Funding","Accommodation","Distance","FinLit","StudyHrs","Outings","Spending"
0,1,"Far","Low","High","Low",3009.33
0,1,"Far","Low","High","Low",2881.08
0,1,"Far","Low","High","Low",2757.04
0,1,"Far","Low","High","Low",3583.68
0,1,"Far","Low","High","Low",5024.36
0,1,"Far","Low","High","Low",4307.98
0,1,"Far","Low","High","Low",4239.39
0,1,"Far","Low","High","Low",5444
0,1,"Far","Low","High","Low",2198.8
0,1,"Far","Low","High","Low",2815.19
0,1,"Far","Low","High","Low",5976
0,1,"Far","Low","High","Low",2092.37
0,1,"Far","Low","High","Low",4102.28
1,1,"Far","Low","High","Low",3906.14
1,1,"Far","Low","High","Low",6764.1
1,1,"Far","Low","High","Low",6037.26
1,1,"Far","Low","High","Low",3794.91
1,1,"Far","Low","High","Low",4391.95
1,1,"Far","Low","High","Low",1200
1,1,"Far","Low","High","Low",3296.24
1,1,"Far","Low","High","Low",4532.29
1,1,"Far","Low","High","Low",7459.72
1,1,"Far","Low","High","Low",3613.47
1,1,"Far","Low","High","Low",4434.76
1,1,"Far","Low","High","Low",3538.48
1,1,"Far","Low","High","Low",1332.87
1,1,"Far","Low","High","Low",3546.86
1,1,"Far","Low","High","Low",4438.3
0,2,"Far","Low","High","Low",4231.97
0,2,"Far","Low","High","Low",4963.96
0,2,"Far","Low","High","Low",3742.92
0,2,"Far","Low","High","Low",3013.88
0,2,"Far","Low","High","Low",5423.59
0,2,"Far","Low","High","Low",1620.1
0,2,"Far","Low","High","Low",4994.78
0,2,"Far","Low","High","Low",3974.32
0,2,"Far","Low","High","Low",1200
0,2,"Far","Low","High","Low",2918.9
0,2,"Far","Low","High","Low",5882.86
0,2,"Far","Low","High","Low",1200
0,2,"Far","Low","High","Low",6148.69
0,2,"Far","Low","High","Low",6124.35
0,2,"Far","Low","High","Low",5704.38
1,2,"Far","Low","High","Low",4135.24
1,2,"Far","Low","High","Low",3326.83
1,2,"Far","Low","High","Low",1685.43
1,2,"Far","Low","High","Low",4121.34
1,2,"Far","Low","High","Low",3878.84
1,2,"Far","Low","High","Low",7402.28
1,2,"Far","Low","High","Low",4682.38
1,2,"Far","Low","High","Low",3372.83
1,2,"Far","Low","High","Low",5901.24
1,2,"Far","Low","High","Low",5620.74
1,2,"Far","Low","High","Low",3440.57
1,2,"Far","Low","High","Low",5028.07
1,2,"Far","Low","High","Low",3223.53
1,2,"Far","Low","High","Low",3125.38
1,2,"Far","Low","High","Low",2781.04
0,3,"Far","Low","High","Low",5441.2
0,3,"Far","Low","High","Low",4457.46
0,3,"Far","Low","High","Low",7481.44
0,3,"Far","Low","High","Low",7183.04
0,3,"Far","Low","High","Low",5906.42
0,3,"Far","Low","High","Low",8791.72
0,3,"Far","Low","High","Low",6931.94
0,3,"Far","Low","High","Low",7247.98
0,3,"Far","Low","High","Low",5449.68
0,3,"Far","Low","High","Low",8442.72
0,3,"Far","Low","High","Low",6299.87
0,3,"Far","Low","High","Low",5325.22
0,3,"Far","Low","High","Low",7564.7
0,3,"Far","Low","High","Low",4771.99
0,3,"Far","Low","High","Low",4326.83
1,3,"Far","Low","High","Low",8789.73
1,3,"Far","Low","High","Low",8246.81
1,3,"Far","Low","High","Low",8323.6
1,3,"Far","Low","High","Low",7717.22
1,3,"Far","Low","High","Low",6935.64
1,3,"Far","Low","High","Low",5033.53
1,3,"Far","Low","High","Low",5717.7
1,3,"Far","Low","High","Low",6196.18
1,3,"Far","Low","High","Low",8185.84
1,3,"Far","Low","High","Low",6293.91
1,3,"Far","Low","High","Low",7720.23
1,3,"Far","Low","High","Low",7593.92
1,3,"Far","Low","High","Low",6026.47
1,3,"Far","Low","High","Low",4408.02
1,3,"Far","Low","High","Low",6322.45
0,1,"Close","Moderate","High","Low",1304.4
0,1,"Close","Moderate","High","Low",1200
0,1,"Close","Moderate","High","Low",1313.16
0,1,"Close","Moderate","High","Low",4007.98
0,1,"Close","Moderate","High","Low",1200
0,1,"Close","Moderate","High","Low",1200
0,1,"Close","Moderate","High","Low",4781.17
0,1,"Close","Moderate","High","Low",2042.73
0,1,"Close","Moderate","High","Low",1200
0,1,"Close","Moderate","High","Low",1200
0,1,"Close","Moderate","High","Low",5425.63
0,1,"Close","Moderate","High","Low",3792.31
0,1,"Close","Moderate","High","Low",1615.14
0,1,"Close","Moderate","High","Low",1200
0,1,"Close","Moderate","High","Low",1200
1,1,"Close","Moderate","High","Low",1200
1,1,"Close","Moderate","High","Low",1200
1,1,"Close","Moderate","High","Low",1863.1
1,1,"Close","Moderate","High","Low",4369.68
1,1,"Close","Moderate","High","Low",1624.8
1,1,"Close","Moderate","High","Low",1200
1,1,"Close","Moderate","High","Low",1200
1,1,"Close","Moderate","High","Low",1200
1,1,"Close","Moderate","High","Low",1702.13
1,1,"Close","Moderate","High","Low",1200
1,1,"Close","Moderate","High","Low",5247.43
1,1,"Close","Moderate","High","Low",1927.61
1,1,"Close","Moderate","High","Low",4008.79
1,1,"Close","Moderate","High","Low",1317.64
1,1,"Close","Moderate","High","Low",2521.8
0,2,"Close","Moderate","High","Low",1200
0,2,"Close","Moderate","High","Low",1419.46
0,2,"Close","Moderate","High","Low",2001.26
0,2,"Close","Moderate","High","Low",2439.51
0,2,"Close","Moderate","High","Low",3055.1
0,2,"Close","Moderate","High","Low",3020
0,2,"Close","Moderate","High","Low",4028.97
0,2,"Close","Moderate","High","Low",1433.6
0,2,"Close","Moderate","High","Low",4340.77
0,2,"Close","Moderate","High","Low",3577.17
0,2,"Close","Moderate","High","Low",1200
0,2,"Close","Moderate","High","Low",1200
0,2,"Close","Moderate","High","Low",5308.63
0,2,"Close","Moderate","High","Low",3043.56
0,2,"Close","Moderate","High","Low",2229.51
1,2,"Close","Moderate","High","Low",3661.92
1,2,"Close","Moderate","High","Low",1200
1,2,"Close","Moderate","High","Low",2815.41
1,2,"Close","Moderate","High","Low",4398.95
1,2,"Close","Moderate","High","Low",2381.95
1,2,"Close","Moderate","High","Low",2144.12
1,2,"Close","Moderate","High","Low",1962.15
1,2,"Close","Moderate","High","Low",5589.39
1,2,"Close","Moderate","High","Low",4043.12
1,2,"Close","Moderate","High","Low",1200
1,2,"Close","Moderate","High","Low",2120.37
1,2,"Close","Moderate","High","Low",1200
1,2,"Close","Moderate","High","Low",3282.52
1,2,"Close","Moderate","High","Low",3660.23
1,2,"Close","Moderate","High","Low",2790.19
0,3,"Close","Moderate","High","Low",3240.9
0,3,"Close","Moderate","High","Low",2174.32
0,3,"Close","Moderate","High","Low",4188.02
0,3,"Close","Moderate","High","Low",1231.48
0,3,"Close","Moderate","High","Low",6731.43
0,3,"Close","Moderate","High","Low",3940.51
0,3,"Close","Moderate","High","Low",1200
0,3,"Close","Moderate","High","Low",6794.95
0,3,"Close","Moderate","High","Low",5657.34
0,3,"Close","Moderate","High","Low",1200
0,3,"Close","Moderate","High","Low",4639.75
0,3,"Close","Moderate","High","Low",3382.76
0,3,"Close","Moderate","High","Low",7287.65
0,3,"Close","Moderate","High","Low",8232.2
0,3,"Close","Moderate","High","Low",5338.8
1,3,"Close","Moderate","High","Low",7234.41
1,3,"Close","Moderate","High","Low",8021.44
1,3,"Close","Moderate","High","Low",4857.44
1,3,"Close","Moderate","High","Low",6402.65
1,3,"Close","Moderate","High","Low",5188.15
1,3,"Close","Moderate","High","Low",4604.65
1,3,"Close","Moderate","High","Low",6208.85
1,3,"Close","Moderate","High","Low",5155.59
1,3,"Close","Moderate","High","Low",7059.35
1,3,"Close","Moderate","High","Low",4970.25
1,3,"Close","Moderate","High","Low",3922.58
1,3,"Close","Moderate","High","Low",6429.24
1,3,"Close","Moderate","High","Low",7042.09
1,3,"Close","Moderate","High","Low",3084.91
1,3,"Close","Moderate","High","Low",3323.41
0,1,"Far","Moderate","High","Low",2765.55
0,1,"Far","Moderate","High","Low",2811.78
0,1,"Far","Moderate","High","Low",1633.53
0,1,"Far","Moderate","High","Low",5050.7
0,1,"Far","Moderate","High","Low",1200
0,1,"Far","Moderate","High","Low",1200
0,1,"Far","Moderate","High","Low",1965.48
0,1,"Far","Moderate","High","Low",2877.5
0,1,"Far","Moderate","High","Low",1200
0,1,"Far","Moderate","High","Low",4294.3
0,1,"Far","Moderate","High","Low",2061.37
0,1,"Far","Moderate","High","Low",1200
0,1,"Far","Moderate","High","Low",1200
0,1,"Far","Moderate","High","Low",1200
0,1,"Far","Moderate","High","Low",3231.5
1,1,"Far","Moderate","High","Low",1370.69
1,1,"Far","Moderate","High","Low",3119.5
1,1,"Far","Moderate","High","Low",1200
1,1,"Far","Moderate","High","Low",3096.89
1,1,"Far","Moderate","High","Low",3358.18
1,1,"Far","Moderate","High","Low",5193.8
1,1,"Far","Moderate","High","Low",2921.37
1,1,"Far","Moderate","High","Low",4409.6
1,1,"Far","Moderate","High","Low",1200
1,1,"Far","Moderate","High","Low",3639.21
1,1,"Far","Moderate","High","Low",3053.98
1,1,"Far","Moderate","High","Low",5308.59
1,1,"Far","Moderate","High","Low",1200
1,1,"Far","Moderate","High","Low",4361.62
1,1,"Far","Moderate","High","Low",2421.26
0,2,"Far","Moderate","High","Low",3496.67
0,2,"Far","Moderate","High","Low",3399.99
0,2,"Far","Moderate","High","Low",3841.13
0,2,"Far","Moderate","High","Low",2435.61
0,2,"Far","Moderate","High","Low",3931.8
0,2,"Far","Moderate","High","Low",4092.55
0,2,"Far","Moderate","High","Low",3062.71
0,2,"Far","Moderate","High","Low",2788.54
0,2,"Far","Moderate","High","Low",6800.88
0,2,"Far","Moderate","High","Low",1548.63
0,2,"Far","Moderate","High","Low",3009.6
0,2,"Far","Moderate","High","Low",4417.71
0,2,"Far","Moderate","High","Low",3722.49
0,2,"Far","Moderate","High","Low",5591.47
0,2,"Far","Moderate","High","Low",4177.15
1,2,"Far","Moderate","High","Low",5149.93
1,2,"Far","Moderate","High","Low",5522.11
1,2,"Far","Moderate","High","Low",1466.24
1,2,"Far","Moderate","High","Low",3830.42
1,2,"Far","Moderate","High","Low",5004
1,2,"Far","Moderate","High","Low",6575.6
1,2,"Far","Moderate","High","Low",1200
1,2,"Far","Moderate","High","Low",2318.55
1,2,"Far","Moderate","High","Low",5583.69
1,2,"Far","Moderate","High","Low",5580.91
1,2,"Far","Moderate","High","Low",3090.63
1,2,"Far","Moderate","High","Low",1263.14
1,2,"Far","Moderate","High","Low",2334.42
1,2,"Far","Moderate","High","Low",6361.98
1,2,"Far","Moderate","High","Low",1200
0,3,"Far","Moderate","High","Low",5273.8
0,3,"Far","Moderate","High","Low",6726.94
0,3,"Far","Moderate","High","Low",5583.92
0,3,"Far","Moderate","High","Low",5735.15
0,3,"Far","Moderate","High","Low",8472.17
0,3,"Far","Moderate","High","Low",5169.85
0,3,"Far","Moderate","High","Low",6203.91
0,3,"Far","Moderate","High","Low",5043.79
0,3,"Far","Moderate","High","Low",6634.78
0,3,"Far","Moderate","High","Low",5149.2
0,3,"Far","Moderate","High","Low",6369.01
0,3,"Far","Moderate","High","Low",5612.36
0,3,"Far","Moderate","High","Low",9728.22
0,3,"Far","Moderate","High","Low",8613.95
0,3,"Far","Moderate","High","Low",4766.47
1,3,"Far","Moderate","High","Low",5391.13
1,3,"Far","Moderate","High","Low",3955.12
1,3,"Far","Moderate","High","Low",4521.24
1,3,"Far","Moderate","High","Low",3052.6
1,3,"Far","Moderate","High","Low",7366.41
1,3,"Far","Moderate","High","Low",4711.18
1,3,"Far","Moderate","High","Low",6092.8
1,3,"Far","Moderate","High","Low",9226.26
1,3,"Far","Moderate","High","Low",7381.03
1,3,"Far","Moderate","High","Low",4159.97
1,3,"Far","Moderate","High","Low",4909.45
1,3,"Far","Moderate","High","Low",3242.98
1,3,"Far","Moderate","High","Low",4293.7
1,3,"Far","Moderate","High","Low",8749.76
1,3,"Far","Moderate","High","Low",7057.27
0,1,"Close","High","High","Low",1200
0,1,"Close","High","High","Low",2400.75
0,1,"Close","High","High","Low",2616.32
0,1,"Close","High","High","Low",1200
0,1,"Close","High","High","Low",1200
0,1,"Close","High","High","Low",1578.58
0,1,"Close","High","High","Low",1960.2
0,1,"Close","High","High","Low",2719.78
0,1,"Close","High","High","Low",2285.41
0,1,"Close","High","High","Low",1474.47
0,1,"Close","High","High","Low",5760.38
0,1,"Close","High","High","Low",1282.88
0,1,"Close","High","High","Low",1200
0,1,"Close","High","High","Low",1200
0,1,"Close","High","High","Low",1200
1,1,"Close","High","High","Low",3327.71
1,1,"Close","High","High","Low",1200
1,1,"Close","High","High","Low",1200
1,1,"Close","High","High","Low",1429.1
1,1,"Close","High","High","Low",2915.09
1,1,"Close","High","High","Low",3139.13
1,1,"Close","High","High","Low",1350.89
1,1,"Close","High","High","Low",1200
1,1,"Close","High","High","Low",5524.18
1,1,"Close","High","High","Low",2655.09
1,1,"Close","High","High","Low",2053.78
1,1,"Close","High","High","Low",2853.18
1,1,"Close","High","High","Low",1200
1,1,"Close","High","High","Low",2271.24
1,1,"Close","High","High","Low",2676.36
0,2,"Close","High","High","Low",1200
0,2,"Close","High","High","Low",1823.12
0,2,"Close","High","High","Low",3183.69
0,2,"Close","High","High","Low",1200
0,2,"Close","High","High","Low",4144.01
0,2,"Close","High","High","Low",1936.85
0,2,"Close","High","High","Low",1286
0,2,"Close","High","High","Low",1200
0,2,"Close","High","High","Low",4849.84
0,2,"Close","High","High","Low",1646.01
0,2,"Close","High","High","Low",2321.66
0,2,"Close","High","High","Low",1255.69
0,2,"Close","High","High","Low",1200
0,2,"Close","High","High","Low",3206.08
0,2,"Close","High","High","Low",2133.08
1,2,"Close","High","High","Low",3053.27
1,2,"Close","High","High","Low",1631.31
1,2,"Close","High","High","Low",4380.99
1,2,"Close","High","High","Low",3620.03
1,2,"Close","High","High","Low",3434.22
1,2,"Close","High","High","Low",3483.21
1,2,"Close","High","High","Low",4765.97
1,2,"Close","High","High","Low",4060.97
1,2,"Close","High","High","Low",1911.72
1,2,"Close","High","High","Low",3387.51
1,2,"Close","High","High","Low",2805.7
1,2,"Close","High","High","Low",5664.13
1,2,"Close","High","High","Low",1200
1,2,"Close","High","High","Low",3184.12
1,2,"Close","High","High","Low",1430.7
0,3,"Close","High","High","Low",1709.59
0,3,"Close","High","High","Low",3810.32
0,3,"Close","High","High","Low",2936.84
0,3,"Close","High","High","Low",4685.87
0,3,"Close","High","High","Low",5249.16
0,3,"Close","High","High","Low",4765.05
0,3,"Close","High","High","Low",4590.32
0,3,"Close","High","High","Low",5736.24
0,3,"Close","High","High","Low",3804.68
0,3,"Close","High","High","Low",1200
0,3,"Close","High","High","Low",6458.5
0,3,"Close","High","High","Low",4410.33
0,3,"Close","High","High","Low",5816.31
0,3,"Close","High","High","Low",5491.4
0,3,"Close","High","High","Low",4366.42
1,3,"Close","High","High","Low",6195.74
1,3,"Close","High","High","Low",2978.21
1,3,"Close","High","High","Low",5897.43
1,3,"Close","High","High","Low",7196.25
1,3,"Close","High","High","Low",7626.02
1,3,"Close","High","High","Low",4320.29
1,3,"Close","High","High","Low",4615.55
1,3,"Close","High","High","Low",6862.16
1,3,"Close","High","High","Low",4205.19
1,3,"Close","High","High","Low",5998.94
1,3,"Close","High","High","Low",4708.32
1,3,"Close","High","High","Low",3971.76
1,3,"Close","High","High","Low",5195.96
1,3,"Close","High","High","Low",4848.73
1,3,"Close","High","High","Low",4412.09
0,1,"Far","High","High","Low",1200
0,1,"Far","High","High","Low",3257.68
0,1,"Far","High","High","Low",5038.44
0,1,"Far","High","High","Low",1449.85
0,1,"Far","High","High","Low",1200
0,1,"Far","High","High","Low",1200
0,1,"Far","High","High","Low",2425.88
0,1,"Far","High","High","Low",2125.93
0,1,"Far","High","High","Low",1200
0,1,"Far","High","High","Low",2473.77
0,1,"Far","High","High","Low",1935.11
0,1,"Far","High","High","Low",2617.01
0,1,"Far","High","High","Low",1914.86
0,1,"Far","High","High","Low",1200
0,1,"Far","High","High","Low",4376.6
1,1,"Far","High","High","Low",4857.21
1,1,"Far","High","High","Low",2668.43
1,1,"Far","High","High","Low",5162.74
1,1,"Far","High","High","Low",4115.9
1,1,"Far","High","High","Low",1200
1,1,"Far","High","High","Low",3986.48
1,1,"Far","High","High","Low",1200
1,1,"Far","High","High","Low",2043.2
1,1,"Far","High","High","Low",3403.69
1,1,"Far","High","High","Low",4808.68
1,1,"Far","High","High","Low",1334.6
1,1,"Far","High","High","Low",2988.52
1,1,"Far","High","High","Low",4571.38
1,1,"Far","High","High","Low",2662.05
1,1,"Far","High","High","Low",1200
0,2,"Far","High","High","Low",4485.5
0,2,"Far","High","High","Low",3973.42
0,2,"Far","High","High","Low",4493
0,2,"Far","High","High","Low",2864.21
0,2,"Far","High","High","Low",4964.28
0,2,"Far","High","High","Low",3230.85
0,2,"Far","High","High","Low",3029.33
0,2,"Far","High","High","Low",2813.18
0,2,"Far","High","High","Low",6761.88
0,2,"Far","High","High","Low",4319.12
0,2,"Far","High","High","Low",1200
0,2,"Far","High","High","Low",2200.55
0,2,"Far","High","High","Low",4210.17
0,2,"Far","High","High","Low",1915.56
0,2,"Far","High","High","Low",1582.68
1,2,"Far","High","High","Low",2166.75
1,2,"Far","High","High","Low",4036.08
1,2,"Far","High","High","Low",2578
1,2,"Far","High","High","Low",3433.97
1,2,"Far","High","High","Low",3229.55
1,2,"Far","High","High","Low",3200.07
1,2,"Far","High","High","Low",2579.3
1,2,"Far","High","High","Low",2150.18
1,2,"Far","High","High","Low",5975.77
1,2,"Far","High","High","Low",4912.8
1,2,"Far","High","High","Low",3672.7
1,2,"Far","High","High","Low",3679.33
1,2,"Far","High","High","Low",3827.4
1,2,"Far","High","High","Low",6497.62
1,2,"Far","High","High","Low",2853.4
0,3,"Far","High","High","Low",3397.43
0,3,"Far","High","High","Low",5423.52
0,3,"Far","High","High","Low",6230.35
0,3,"Far","High","High","Low",5517.29
0,3,"Far","High","High","Low",4616.07
0,3,"Far","High","High","Low",6722.85
0,3,"Far","High","High","Low",7812.1
0,3,"Far","High","High","Low",5388.43
0,3,"Far","High","High","Low",8373.78
0,3,"Far","High","High","Low",2977.37
0,3,"Far","High","High","Low",3982.8
0,3,"Far","High","High","Low",7162.31
0,3,"Far","High","High","Low",4357.63
0,3,"Far","High","High","Low",7206.14
0,3,"Far","High","High","Low",4207.16
1,3,"Far","High","High","Low",7825.21
1,3,"Far","High","High","Low",5172.89
1,3,"Far","High","High","Low",5746.15
1,3,"Far","High","High","Low",6389.4
1,3,"Far","High","High","Low",3746.97
1,3,"Far","High","High","Low",5730.52
1,3,"Far","High","High","Low",5835.87
1,3,"Far","High","High","Low",7848.46
1,3,"Far","High","High","Low",4070.08
1,3,"Far","High","High","Low",7913.43
1,3,"Far","High","High","Low",5645.42
1,3,"Far","High","High","Low",5192.43
1,3,"Far","High","High","Low",7329.18
1,3,"Far","High","High","Low",6300.17
1,3,"Far","High","High","Low",7257.51
0,1,"Close","Low","Low","Moderate",5870.23
0,1,"Close","Low","Low","Moderate",3110.81
0,1,"Close","Low","Low","Moderate",1200
0,1,"Close","Low","Low","Moderate",2357.24
0,1,"Close","Low","Low","Moderate",2843.59
0,1,"Close","Low","Low","Moderate",3335.89
0,1,"Close","Low","Low","Moderate",1200
0,1,"Close","Low","Low","Moderate",2031.05
0,1,"Close","Low","Low","Moderate",2426.95
0,1,"Close","Low","Low","Moderate",2837.81
0,1,"Close","Low","Low","Moderate",2153.13
0,1,"Close","Low","Low","Moderate",2356.04
0,1,"Close","Low","Low","Moderate",6114.98
0,1,"Close","Low","Low","Moderate",2901.47
0,1,"Close","Low","Low","Moderate",1200
1,1,"Close","Low","Low","Moderate",1932.19
1,1,"Close","Low","Low","Moderate",3741.55
1,1,"Close","Low","Low","Moderate",6778.22
1,1,"Close","Low","Low","Moderate",4704.58
1,1,"Close","Low","Low","Moderate",1584.78
1,1,"Close","Low","Low","Moderate",3613.26
1,1,"Close","Low","Low","Moderate",2423.29
1,1,"Close","Low","Low","Moderate",1808.38
1,1,"Close","Low","Low","Moderate",3845.81
1,1,"Close","Low","Low","Moderate",7726.71
1,1,"Close","Low","Low","Moderate",6036.76
1,1,"Close","Low","Low","Moderate",1397.88
1,1,"Close","Low","Low","Moderate",4358.54
1,1,"Close","Low","Low","Moderate",4705.23
1,1,"Close","Low","Low","Moderate",5194.26
0,2,"Close","Low","Low","Moderate",4774.5
0,2,"Close","Low","Low","Moderate",6551.11
0,2,"Close","Low","Low","Moderate",1954.98
0,2,"Close","Low","Low","Moderate",5369.18
0,2,"Close","Low","Low","Moderate",3482.48
0,2,"Close","Low","Low","Moderate",3212.19
0,2,"Close","Low","Low","Moderate",5828.9
0,2,"Close","Low","Low","Moderate",7538.44
0,2,"Close","Low","Low","Moderate",4711.1
0,2,"Close","Low","Low","Moderate",5329.95
0,2,"Close","Low","Low","Moderate",3344.89
0,2,"Close","Low","Low","Moderate",4467.37
0,2,"Close","Low","Low","Moderate",1769.82
0,2,"Close","Low","Low","Moderate",4360.44
0,2,"Close","Low","Low","Moderate",6500.59
1,2,"Close","Low","Low","Moderate",6875.08
1,2,"Close","Low","Low","Moderate",4346.72
1,2,"Close","Low","Low","Moderate",4790.98
1,2,"Close","Low","Low","Moderate",2246.56
1,2,"Close","Low","Low","Moderate",1200
1,2,"Close","Low","Low","Moderate",5544
1,2,"Close","Low","Low","Moderate",3249.34
1,2,"Close","Low","Low","Moderate",4691.6
1,2,"Close","Low","Low","Moderate",5602.88
1,2,"Close","Low","Low","Moderate",6948.33
1,2,"Close","Low","Low","Moderate",6679.52
1,2,"Close","Low","Low","Moderate",6137.39
1,2,"Close","Low","Low","Moderate",3991.64
1,2,"Close","Low","Low","Moderate",6359.67
1,2,"Close","Low","Low","Moderate",3118.74
0,3,"Close","Low","Low","Moderate",4914.49
0,3,"Close","Low","Low","Moderate",4357.15
0,3,"Close","Low","Low","Moderate",6462.72
0,3,"Close","Low","Low","Moderate",7402.39
0,3,"Close","Low","Low","Moderate",8226
0,3,"Close","Low","Low","Moderate",8109.06
0,3,"Close","Low","Low","Moderate",6676.43
0,3,"Close","Low","Low","Moderate",5870.42
0,3,"Close","Low","Low","Moderate",6428.92
0,3,"Close","Low","Low","Moderate",7313.06
0,3,"Close","Low","Low","Moderate",8240.96
0,3,"Close","Low","Low","Moderate",5316.48
0,3,"Close","Low","Low","Moderate",4529.59
0,3,"Close","Low","Low","Moderate",3178.59
0,3,"Close","Low","Low","Moderate",4237.97
1,3,"Close","Low","Low","Moderate",5710.17
1,3,"Close","Low","Low","Moderate",5971.57
1,3,"Close","Low","Low","Moderate",7310.21
1,3,"Close","Low","Low","Moderate",5527.12
1,3,"Close","Low","Low","Moderate",6431.62
1,3,"Close","Low","Low","Moderate",5199.37
1,3,"Close","Low","Low","Moderate",5061.87
1,3,"Close","Low","Low","Moderate",6348.87
1,3,"Close","Low","Low","Moderate",4610.41
1,3,"Close","Low","Low","Moderate",5713.9
1,3,"Close","Low","Low","Moderate",10909.81
1,3,"Close","Low","Low","Moderate",7206.18
1,3,"Close","Low","Low","Moderate",5877.84
1,3,"Close","Low","Low","Moderate",6814.58
1,3,"Close","Low","Low","Moderate",8042.84
0,1,"Far","Low","Low","Moderate",4402.66
0,1,"Far","Low","Low","Moderate",3553.6
0,1,"Far","Low","Low","Moderate",1541.38
0,1,"Far","Low","Low","Moderate",3431.66
0,1,"Far","Low","Low","Moderate",5797.38
0,1,"Far","Low","Low","Moderate",4068.91
0,1,"Far","Low","Low","Moderate",4534.42
0,1,"Far","Low","Low","Moderate",4013.69
0,1,"Far","Low","Low","Moderate",4883.7
0,1,"Far","Low","Low","Moderate",6967
0,1,"Far","Low","Low","Moderate",4779.37
0,1,"Far","Low","Low","Moderate",1448.34
0,1,"Far","Low","Low","Moderate",4449.41
0,1,"Far","Low","Low","Moderate",3226.79
0,1,"Far","Low","Low","Moderate",4074.47
1,1,"Far","Low","Low","Moderate",3342.35
1,1,"Far","Low","Low","Moderate",6463.19
1,1,"Far","Low","Low","Moderate",4384.25
1,1,"Far","Low","Low","Moderate",5256.93
1,1,"Far","Low","Low","Moderate",3674.54
1,1,"Far","Low","Low","Moderate",8455
1,1,"Far","Low","Low","Moderate",4171.67
1,1,"Far","Low","Low","Moderate",5138.97
1,1,"Far","Low","Low","Moderate",3854.66
1,1,"Far","Low","Low","Moderate",3562.73
1,1,"Far","Low","Low","Moderate",4491.42
1,1,"Far","Low","Low","Moderate",6458.36
1,1,"Far","Low","Low","Moderate",6975.29
1,1,"Far","Low","Low","Moderate",4119.22
1,1,"Far","Low","Low","Moderate",4436.07
0,2,"Far","Low","Low","Moderate",6660.51
0,2,"Far","Low","Low","Moderate",7281.91
0,2,"Far","Low","Low","Moderate",4119.79
0,2,"Far","Low","Low","Moderate",4487.31
0,2,"Far","Low","Low","Moderate",6696.28
0,2,"Far","Low","Low","Moderate",5369.37
0,2,"Far","Low","Low","Moderate",3279.49
0,2,"Far","Low","Low","Moderate",6042.72
0,2,"Far","Low","Low","Moderate",1200
0,2,"Far","Low","Low","Moderate",6267.48
0,2,"Far","Low","Low","Moderate",5547.68
0,2,"Far","Low","Low","Moderate",5612.03
0,2,"Far","Low","Low","Moderate",5774.54
0,2,"Far","Low","Low","Moderate",4169.15
0,2,"Far","Low","Low","Moderate",4615.44
1,2,"Far","Low","Low","Moderate",3775.97
1,2,"Far","Low","Low","Moderate",2989.11
1,2,"Far","Low","Low","Moderate",6279.28
1,2,"Far","Low","Low","Moderate",3504.86
1,2,"Far","Low","Low","Moderate",7471.1
1,2,"Far","Low","Low","Moderate",7238.44
1,2,"Far","Low","Low","Moderate",4814.27
1,2,"Far","Low","Low","Moderate",5532.8
1,2,"Far","Low","Low","Moderate",7722.2
1,2,"Far","Low","Low","Moderate",5415.91
1,2,"Far","Low","Low","Moderate",6280.58
1,2,"Far","Low","Low","Moderate",6434.46
1,2,"Far","Low","Low","Moderate",7519.76
1,2,"Far","Low","Low","Moderate",4720.58
1,2,"Far","Low","Low","Moderate",5424.57
0,3,"Far","Low","Low","Moderate",6293.61
0,3,"Far","Low","Low","Moderate",4814.15
0,3,"Far","Low","Low","Moderate",3446.42
0,3,"Far","Low","Low","Moderate",5835.07
0,3,"Far","Low","Low","Moderate",7198.84
0,3,"Far","Low","Low","Moderate",5968.94
0,3,"Far","Low","Low","Moderate",7037.34
0,3,"Far","Low","Low","Moderate",7379.05
0,3,"Far","Low","Low","Moderate",8827.84
0,3,"Far","Low","Low","Moderate",4093.84
0,3,"Far","Low","Low","Moderate",10682.49
0,3,"Far","Low","Low","Moderate",7291.43
0,3,"Far","Low","Low","Moderate",8706.03
0,3,"Far","Low","Low","Moderate",4146.95
0,3,"Far","Low","Low","Moderate",9668.65
1,3,"Far","Low","Low","Moderate",7759.51
1,3,"Far","Low","Low","Moderate",6769.88
1,3,"Far","Low","Low","Moderate",6592.28
1,3,"Far","Low","Low","Moderate",7439.42
1,3,"Far","Low","Low","Moderate",6248.23
1,3,"Far","Low","Low","Moderate",6517.7
1,3,"Far","Low","Low","Moderate",4614.16
1,3,"Far","Low","Low","Moderate",7185.07
1,3,"Far","Low","Low","Moderate",6001.36
1,3,"Far","Low","Low","Moderate",5605.79
1,3,"Far","Low","Low","Moderate",6396.55
1,3,"Far","Low","Low","Moderate",8909.94
1,3,"Far","Low","Low","Moderate",6518.12
1,3,"Far","Low","Low","Moderate",10283.8
1,3,"Far","Low","Low","Moderate",11182.03
0,1,"Close","Moderate","Low","Moderate",1200
0,1,"Close","Moderate","Low","Moderate",1952.92
0,1,"Close","Moderate","Low","Moderate",2744.15
0,1,"Close","Moderate","Low","Moderate",1687.67
0,1,"Close","Moderate","Low","Moderate",5137.79
0,1,"Close","Moderate","Low","Moderate",3154.7
0,1,"Close","Moderate","Low","Moderate",1532.53
0,1,"Close","Moderate","Low","Moderate",2055.09
