"student_spending","hours_study_cat","fin_lit_cat","living_arr","funding_cat","social_outings_cat","distance_cat"
2826.59080152224,"High","High","Apartment","NSFAS","Low","Near"
2828.32146625452,"High","High","Apartment","NSFAS","Low","Near"
3210.36543901376,"High","High","Apartment","NSFAS","Low","Near"
3131.2679730695,"High","High","Apartment","NSFAS","Low","Near"
3058.60039193926,"High","High","Apartment","NSFAS","Low","Near"
2778.16480003983,"High","High","Apartment","NSFAS","Low","Near"
2943.3103585416,"High","High","Apartment","NSFAS","Low","Near"
2950.82258280517,"High","High","Apartment","NSFAS","Low","Near"
2289.58167642767,"Low","Low","On-campus","Self","High","Near"
2117.92387116981,"Low","Low","On-campus","Self","High","Near"
2710.4575069129,"Low","Low","On-campus","Self","High","Near"
2167.67236720489,"Low","Low","On-campus","Self","High","Near"
2550.42092212105,"Low","Low","On-campus","Self","High","Near"
2612.56195533708,"Low","Low","On-campus","Self","High","Near"
2690.96684757647,"Low","Low","On-campus","Self","High","Near"
2597.3565593787,"Low","Low","On-campus","Self","High","Near"
2366.78654842572,"Low","Low","On-campus","Self","High","Near"
2796.59146497387,"Low","Low","On-campus","Self","High","Near"
2984.65844172656,"Low","Low","On-campus","Self","High","Near"
2770.29470223136,"Low","Low","On-campus","Self","High","Near"
2064.08727466901,"Low","Low","On-campus","Self","High","Near"
2899.89404635074,"Low","Low","On-campus","Self","High","Near"
2535.98601345343,"Low","Low","On-campus","Self","High","Near"
2681.22856982982,"Low","Low","On-campus","Self","High","Near"
2705.50830896777,"Low","Low","On-campus","Self","High","Near"
2525.82848169832,"Low","Low","On-campus","Self","High","Near"
2531.18420058782,"Low","Low","On-campus","Self","High","Near"
2804.78926733273,"Low","Low","On-campus","Self","High","Near"
2727.90048062156,"High","Low","On-campus","Self","High","Near"
2797.56556151106,"High","Low","On-campus","Self","High","Near"
3145.73167380758,"High","Low","On-campus","Self","High","Near"
2716.10396592352,"High","Low","On-campus","Self","High","Near"
2601.84528934633,"High","Low","On-campus","Self","High","Near"
1997.34172235609,"High","Low","On-campus","Self","High","Near"
3222.92850081153,"High","Low","On-campus","Self","High","Near"
2429.33079455092,"High","Low","On-campus","Self","High","Near"
3143.68367877385,"High","Low","On-campus","Self","High","Near"
2643.66089200125,"High","Low","On-campus","Self","High","Near"
2934.6075497242,"High","Low","On-campus","Self","High","Near"
2522.57241970594,"High","Low","On-campus","Self","High","Near"
2677.86768867453,"High","Low","On-campus","Self","High","Near"
2603.48949491057,"High","Low","On-campus","Self","High","Near"
2503.46982515663,"High","Low","On-campus","Self","High","Near"
2519.90154384438,"High","Low","On-campus","Self","High","Near"
2803.20858396106,"High","Low","On-campus","Self","High","Near"
2499.63546325713,"High","Low","On-campus","Self","High","Near"
2040.5793763898,"High","Low","On-campus","Self","High","Near"
2501.02768779254,"High","Low","On-campus","Self","High","Near"
2384.94765138407,"Low","Medium","On-campus","Self","High","Near"
2404.11392908786,"Low","Medium","On-campus","Self","High","Near"
2404.14195436936,"Low","Medium","On-campus","Self","High","Near"
1826.97461978273,"Low","Medium","On-campus","Self","High","Near"
2342.1855145028,"Low","Medium","On-campus","Self","High","Near"
2491.96480248677,"Low","Medium","On-campus","Self","High","Near"
2569.14467036691,"Low","Medium","On-campus","Self","High","Near"
2193.75968223897,"Low","Medium","On-campus","Self","High","Near"
2169.5268534543,"Low","Medium","On-campus","Self","High","Near"
2621.95945796951,"Low","Medium","On-campus","Self","High","Near"
1833.01798855517,"Low","Medium","On-campus","Self","High","Near"
2140.79250577172,"Low","Medium","On-campus","Self","High","Near"
2364.36551983936,"Low","Medium","On-campus","Self","High","Near"
1845.55655865469,"Low","Medium","On-campus","Self","High","Near"
2319.90696560794,"Low","Medium","On-campus","Self","High","Near"
2719.46600526305,"Low","Medium","On-campus","Self","High","Near"
2248.98483664091,"Low","Medium","On-campus","Self","High","Near"
2180.3864937591,"Low","Medium","On-campus","Self","High","Near"
2368.72792850851,"Low","Medium","On-campus","Self","High","Near"
2180.23195730317,"Low","Medium","On-campus","Self","High","Near"
2453.35009351977,"High","Medium","On-campus","Self","High","Near"
2476.10886611242,"High","Medium","On-campus","Self","High","Near"
2250.67291530753,"High","Medium","On-campus","Self","High","Near"
1955.82696056257,"High","Medium","On-campus","Self","High","Near"
1920.44481813523,"High","Medium","On-campus","Self","High","Near"
2101.75065858617,"High","Medium","On-campus","Self","High","Near"
2449.34512513746,"High","Medium","On-campus","Self","High","Near"
1760.44870633577,"High","Medium","On-campus","Self","High","Near"
1778.41871031686,"High","Medium","On-campus","Self","High","Near"
2086.55504380997,"High","Medium","On-campus","Self","High","Near"
2348.59871199515,"High","Medium","On-campus","Self","High","Near"
2021.60848795875,"High","Medium","On-campus","Self","High","Near"
2471.68725927401,"High","Medium","On-campus","Self","High","Near"
2333.3424925388,"High","Medium","On-campus","Self","High","Near"
2207.34009544035,"High","Medium","On-campus","Self","High","Near"
2454.70703413294,"High","Medium","On-campus","Self","High","Near"
2347.09129070484,"High","Medium","On-campus","Self","High","Near"
2138.51624319696,"High","Medium","On-campus","Self","High","Near"
2307.77873360454,"High","Medium","On-campus","Self","High","Near"
2411.8783394944,"High","Medium","On-campus","Self","High","Near"
2039.07083621551,"Low","High","On-campus","Self","High","Near"
1785.49744801263,"Low","High","On-campus","Self","High","Near"
2163.80055126605,"Low","High","On-campus","Self","High","Near"
2238.23405638965,"Low","High","On-campus","Self","High","Near"
2019.06863913583,"Low","High","On-campus","Self","High","Near"
1986.02616561555,"Low","High","On-campus","Self","High","Near"
1931.09372980504,"Low","High","On-campus","Self","High","Near"
2490.3539615757,"Low","High","On-campus","Self","High","Near"
2019.07888303395,"Low","High","On-campus","Self","High","Near"
1910.42649282501,"Low","High","On-campus","Self","High","Near"
1323.02054945069,"Low","High","On-campus","Self","High","Near"
1558.67955874237,"Low","High","On-campus","Self","High","Near"
1930.58169984736,"Low","High","On-campus","Self","High","Near"
2001.57351121077,"Low","High","On-campus","Self","High","Near"
2019.2181147154,"Low","High","On-campus","Self","High","Near"
2155.37669511215,"Low","High","On-campus","Self","High","Near"
1901.46189766989,"Low","High","On-campus","Self","High","Near"
2253.64719862064,"Low","High","On-campus","Self","High","Near"
1719.62098928261,"Low","High","On-campus","Self","High","Near"
1647.88931988923,"Low","High","On-campus","Self","High","Near"
1642.75345561155,"High","High","On-campus","Self","High","Near"
2135.57425604663,"High","High","On-campus","Self","High","Near"
1929.27001441519,"High","High","On-campus","Self","High","Near"
2147.45448045512,"High","High","On-campus","Self","High","Near"
1883.07339461073,"High","High","On-campus","Self","High","Near"
1802.0269744468,"High","High","On-campus","Self","High","Near"
1857.91185621837,"High","High","On-campus","Self","High","Near"
1486.84579393957,"High","High","On-campus","Self","High","Near"
1657.59618489647,"High","High","On-campus","Self","High","Near"
1589.49133841039,"High","High","On-campus","Self","High","Near"
2213.58056799384,"High","High","On-campus","Self","High","Near"
1800.6674771593,"High","High","On-campus","Self","High","Near"
2147.36496319754,"High","High","On-campus","Self","High","Near"
2329.12265042299,"High","High","On-campus","Self","High","Near"
1902.05629772251,"High","High","On-campus","Self","High","Near"
2020.96972658809,"High","High","On-campus","Self","High","Near"
1512.23312015098,"High","High","On-campus","Self","High","Near"
1745.33255562005,"High","High","On-campus","Self","High","Near"
1964.05371234571,"High","High","On-campus","Self","High","Near"
2024.77172583404,"High","High","On-campus","Self","High","Near"
2860.15047067528,"Low","Low","Off-campus","Self","High","Near"
3721.2147498067,"Low","Low","Off-campus","Self","High","Near"
2935.4024652269,"Low","Low","Off-campus","Self","High","Near"
3066.06088915751,"Low","Low","Off-campus","Self","High","Near"
3212.44796678838,"Low","Low","Off-campus","Self","High","Near"
3043.4953413065,"Low","Low","Off-campus","Self","High","Near"
2889.10815324322,"Low","Low","Off-campus","Self","High","Near"
3311.32641599083,"Low","Low","Off-campus","Self","High","Near"
3453.8863308018,"Low","Low","Off-campus","Self","High","Near"
3042.57650723754,"Low","Low","Off-campus","Self","High","Near"
3190.56683635077,"Low","Low","Off-campus","Self","High","Near"
3025.64687537434,"Low","Low","Off-campus","Self","High","Near"
3304.11380442554,"Low","Low","Off-campus","Self","High","Near"
2760.95815143504,"Low","Low","Off-campus","Self","High","Near"
3630.21505599862,"Low","Low","Off-campus","Self","High","Near"
2899.11718805292,"Low","Low","Off-campus","Self","High","Near"
2685.28764639048,"Low","Low","Off-campus","Self","High","Near"
2962.27054320173,"Low","Low","Off-campus","Self","High","Near"
3086.67712103625,"Low","Low","Off-campus","Self","High","Near"
3455.90530192006,"Low","Low","Off-campus","Self","High","Near"
3277.80241919283,"High","Low","Off-campus","Self","High","Near"
3085.61460801145,"High","Low","Off-campus","Self","High","Near"
2702.62911900296,"High","Low","Off-campus","Self","High","Near"
2833.49056383197,"High","Low","Off-campus","Self","High","Near"
3009.17876694268,"High","Low","Off-campus","Self","High","Near"
3688.25652836515,"High","Low","Off-campus","Self","High","Near"
2584.9431064454,"High","Low","Off-campus","Self","High","Near"
3332.76366296151,"High","Low","Off-campus","Self","High","Near"
2918.19143569152,"High","Low","Off-campus","Self","High","Near"
3466.49772499685,"High","Low","Off-campus","Self","High","Near"
2765.19984000665,"High","Low","Off-campus","Self","High","Near"
3085.90580866569,"High","Low","Off-campus","Self","High","Near"
2775.11226457431,"High","Low","Off-campus","Self","High","Near"
3275.87910659042,"High","Low","Off-campus","Self","High","Near"
3420.94487218452,"High","Low","Off-campus","Self","High","Near"
3537.68025160029,"High","Low","Off-campus","Self","High","Near"
3249.40016439738,"High","Low","Off-campus","Self","High","Near"
3510.81656364446,"High","Low","Off-campus","Self","High","Near"
3361.60597716541,"High","Low","Off-campus","Self","High","Near"
3017.031272044,"High","Low","Off-campus","Self","High","Near"
2869.25930957117,"Low","Medium","Off-campus","Self","High","Near"
2507.00144713102,"Low","Medium","Off-campus","Self","High","Near"
2703.69945764975,"Low","Medium","Off-campus","Self","High","Near"
3055.24092708721,"Low","Medium","Off-campus","Self","High","Near"
2885.32103587059,"Low","Medium","Off-campus","Self","High","Near"
2864.33933290633,"Low","Medium","Off-campus","Self","High","Near"
2490.4672400782,"Low","Medium","Off-campus","Self","High","Near"
2598.87169241647,"Low","Medium","Off-campus","Self","High","Near"
2558.84849656161,"Low","Medium","Off-campus","Self","High","Near"
2848.82396750337,"Low","Medium","Off-campus","Self","High","Near"
2502.37309238336,"Low","Medium","Off-campus","Self","High","Near"
2890.51034752476,"Low","Medium","Off-campus","Self","High","Near"
2470.89589701661,"Low","Medium","Off-campus","Self","High","Near"
3207.13261453384,"Low","Medium","Off-campus","Self","High","Near"
2865.14783736953,"Low","Medium","Off-campus","Self","High","Near"
2574.74909693668,"Low","Medium","Off-campus","Self","High","Near"
2810.26148312531,"Low","Medium","Off-campus","Self","High","Near"
2661.88670019301,"Low","Medium","Off-campus","Self","High","Near"
2842.78698993991,"Low","Medium","Off-campus","Self","High","Near"
2810.88317969007,"Low","Medium","Off-campus","Self","High","Near"
2496.47145683463,"High","Medium","Off-campus","Self","High","Near"
2552.17153029513,"High","Medium","Off-campus","Self","High","Near"
2824.89842118489,"High","Medium","Off-campus","Self","High","Near"
3159.76297718789,"High","Medium","Off-campus","Self","High","Near"
3021.15425216773,"High","Medium","Off-campus","Self","High","Near"
2593.85813159548,"High","Medium","Off-campus","Self","High","Near"
2956.48072541187,"High","Medium","Off-campus","Self","High","Near"
2737.85791181093,"High","Medium","Off-campus","Self","High","Near"
2825.3284129296,"High","Medium","Off-campus","Self","High","Near"
2815.09037268414,"High","Medium","Off-campus","Self","High","Near"
3393.86244093085,"High","Medium","Off-campus","Self","High","Near"
2453.67779735319,"High","Medium","Off-campus","Self","High","Near"
2775.22996475321,"High","Medium","Off-campus","Self","High","Near"
2305.0056780081,"High","Medium","Off-campus","Self","High","Near"
2897.45898073969,"High","Medium","Off-campus","Self","High","Near"
3024.15211793035,"High","Medium","Off-campus","Self","High","Near"
3111.41556027529,"High","Medium","Off-campus","Self","High","Near"
2268.71368704072,"High","Medium","Off-campus","Self","High","Near"
2853.19237429851,"High","Medium","Off-campus","Self","High","Near"
3148.34248784591,"High","Medium","Off-campus","Self","High","Near"
2346.49603423942,"Low","High","Off-campus","Self","High","Near"
2396.96236697951,"Low","High","Off-campus","Self","High","Near"
2440.86569444881,"Low","High","Off-campus","Self","High","Near"
2541.25468785826,"Low","High","Off-campus","Self","High","Near"
2616.28996893649,"Low","High","Off-campus","Self","High","Near"
2779.45522092787,"Low","High","Off-campus","Self","High","Near"
2426.12810238875,"Low","High","Off-campus","Self","High","Near"
2499.06951136812,"Low","High","Off-campus","Self","High","Near"
3071.99946930537,"Low","High","Off-campus","Self","High","Near"
2557.77473202875,"Low","High","Off-campus","Self","High","Near"
2497.18827733246,"Low","High","Off-campus","Self","High","Near"
2114.43921867914,"Low","High","Off-campus","Self","High","Near"
2450.71401190556,"Low","High","Off-campus","Self","High","Near"
2394.66846170828,"Low","High","Off-campus","Self","High","Near"
2447.23854254766,"Low","High","Off-campus","Self","High","Near"
2306.14558968221,"Low","High","Off-campus","Self","High","Near"
2278.29608688932,"Low","High","Off-campus","Self","High","Near"
2269.80659204497,"Low","High","Off-campus","Self","High","Near"
2396.37387115006,"Low","High","Off-campus","Self","High","Near"
2792.03316200716,"Low","High","Off-campus","Self","High","Near"
2712.27165663983,"High","High","Off-campus","Self","High","Near"
2360.00622051424,"High","High","Off-campus","Self","High","Near"
2028.52088636531,"High","High","Off-campus","Self","High","Near"
2238.85414286601,"High","High","Off-campus","Self","High","Near"
2335.55986668987,"High","High","Off-campus","Self","High","Near"
2475.90950105708,"High","High","Off-campus","Self","High","Near"
2284.3481810748,"High","High","Off-campus","Self","High","Near"
2951.67017270797,"High","High","Off-campus","Self","High","Near"
2381.93311639541,"High","High","Off-campus","Self","High","Near"
2146.51388244012,"High","High","Off-campus","Self","High","Near"
2414.68456067937,"High","High","Off-campus","Self","High","Near"
2198.65560460165,"High","High","Off-campus","Self","High","Near"
2489.03892681883,"High","High","Off-campus","Self","High","Near"
2508.40840352247,"High","High","Off-campus","Self","High","Near"
2538.8969029071,"High","High","Off-campus","Self","High","Near"
2044.53543521895,"High","High","Off-campus","Self","High","Near"
2505.17782274266,"High","High","Off-campus","Self","High","Near"
2527.61252013541,"High","High","Off-campus","Self","High","Near"
2094.72288812388,"High","High","Off-campus","Self","High","Near"
2688.8414099326,"High","High","Off-campus","Self","High","Near"
3746.04271977358,"Low","Low","Apartment","Self","High","Near"
4124.90484028861,"Low","Low","Apartment","Self","High","Near"
3589.17574684393,"Low","Low","Apartment","Self","High","Near"
3561.6833818795,"Low","Low","Apartment","Self","High","Near"
3574.14645852061,"Low","Low","Apartment","Self","High","Near"
3567.44155772508,"Low","Low","Apartment","Self","High","Near"
3087.88180616558,"Low","Low","Apartment","Self","High","Near"
3132.21823533944,"Low","Low","Apartment","Self","High","Near"
3530.6152583022,"Low","Low","Apartment","Self","High","Near"
3404.73315485838,"Low","Low","Apartment","Self","High","Near"
3563.68413126436,"Low","Low","Apartment","Self","High","Near"
3022.19790668487,"Low","Low","Apartment","Self","High","Near"
3175.32543636831,"Low","Low","Apartment","Self","High","Near"
3274.62914026531,"Low","Low","Apartment","Self","High","Near"
3796.51455526506,"Low","Low","Apartment","Self","High","Near"
3275.37749822747,"Low","Low","Apartment","Self","High","Near"
3350.12151160587,"Low","Low","Apartment","Self","High","Near"
3569.96845466851,"Low","Low","Apartment","Self","High","Near"
3469.31340954372,"Low","Low","Apartment","Self","High","Near"
3586.60429466699,"Low","Low","Apartment","Self","High","Near"
4126.26549551142,"High","Low","Apartment","Self","High","Near"
3268.84908218544,"High","Low","Apartment","Self","High","Near"
3473.63259002255,"High","Low","Apartment","Self","High","Near"
3420.81013756407,"High","Low","Apartment","Self","High","Near"
3928.09885670811,"High","Low","Apartment","Self","High","Near"
3357.62876927743,"High","Low","Apartment","Self","High","Near"
3529.47827405607,"High","Low","Apartment","Self","High","Near"
3746.78340358068,"High","Low","Apartment","Self","High","Near"
3285.3523660129,"High","Low","Apartment","Self","High","Near"
3963.7939539355,"High","Low","Apartment","Self","High","Near"
3718.94060386856,"High","Low","Apartment","Self","High","Near"
3281.44834761741,"High","Low","Apartment","Self","High","Near"
3663.64445226443,"High","Low","Apartment","Self","High","Near"
3496.67321419173,"High","Low","Apartment","Self","High","Near"
3628.30719299858,"High","Low","Apartment","Self","High","Near"
3527.50620074608,"High","Low","Apartment","Self","High","Near"
3817.62900919459,"High","Low","Apartment","Self","High","Near"
3212.22490357417,"High","Low","Apartment","Self","High","Near"
3419.34582570102,"High","Low","Apartment","Self","High","Near"
3487.70233056115,"High","Low","Apartment","Self","High","Near"
3001.05031878717,"Low","Medium","Apartment","Self","High","Near"
2990.01123905845,"Low","Medium","Apartment","Self","High","Near"
3245.50493985583,"Low","Medium","Apartment","Self","High","Near"
3216.95621678582,"Low","Medium","Apartment","Self","High","Near"
2612.66430631239,"Low","Medium","Apartment","Self","High","Near"
3510.14336392984,"Low","Medium","Apartment","Self","High","Near"
3312.4314339963,"Low","Medium","Apartment","Self","High","Near"
3854.05184328708,"Low","Medium","Apartment","Self","High","Near"
3421.29955951277,"Low","Medium","Apartment","Self","High","Near"
3138.2601727595,"Low","Medium","Apartment","Self","High","Near"
3949.34778673952,"Low","Medium","Apartment","Self","High","Near"
3958.05650597888,"Low","Medium","Apartment","Self","High","Near"
2945.32204592746,"Low","Medium","Apartment","Self","High","Near"
3367.25798898886,"Low","Medium","Apartment","Self","High","Near"
3197.18827034196,"Low","Medium","Apartment","Self","High","Near"
3296.7627866385,"Low","Medium","Apartment","Self","High","Near"
3306.8856821422,"Low","Medium","Apartment","Self","High","Near"
2934.52488428274,"Low","Medium","Apartment","Self","High","Near"
3321.39739506064,"Low","Medium","Apartment","Self","High","Near"
3687.31184078545,"Low","Medium","Apartment","Self","High","Near"
3208.9774989663,"High","Medium","Apartment","Self","High","Near"
3209.26832232539,"High","Medium","Apartment","Self","High","Near"
3599.64300158437,"High","Medium","Apartment","Self","High","Near"
3474.59906017074,"High","Medium","Apartment","Self","High","Near"
2837.87629540468,"High","Medium","Apartment","Self","High","Near"
3307.13924331555,"High","Medium","Apartment","Self","High","Near"
3663.38680866943,"High","Medium","Apartment","Self","High","Near"
3603.81908747979,"High","Medium","Apartment","Self","High","Near"
3354.98790095356,"High","Medium","Apartment","Self","High","Near"
3430.30520177822,"High","Medium","Apartment","Self","High","Near"
2950.76619695283,"High","Medium","Apartment","Self","High","Near"
3325.03289172034,"High","Medium","Apartment","Self","High","Near"
3011.38776620304,"High","Medium","Apartment","Self","High","Near"
3135.49548297576,"High","Medium","Apartment","Self","High","Near"
3483.9009209449,"High","Medium","Apartment","Self","High","Near"
2965.77672207721,"High","Medium","Apartment","Self","High","Near"
3316.72956271826,"High","Medium","Apartment","Self","High","Near"
3357.08300986789,"High","Medium","Apartment","Self","High","Near"
3263.72799245991,"High","Medium","Apartment","Self","High","Near"
3705.54720545885,"High","Medium","Apartment","Self","High","Near"
2694.41316785619,"Low","High","Apartment","Self","High","Near"
3101.5325653589,"Low","High","Apartment","Self","High","Near"
2927.76735813733,"Low","High","Apartment","Self","High","Near"
2884.79193904152,"Low","High","Apartment","Self","High","Near"
3066.0228084631,"Low","High","Apartment","Self","High","Near"
2694.89985232902,"Low","High","Apartment","Self","High","Near"
2621.6372708704,"Low","High","Apartment","Self","High","Near"
2826.37978112914,"Low","High","Apartment","Self","High","Near"
3387.93928743886,"Low","High","Apartment","Self","High","Near"
2963.94119365313,"Low","High","Apartment","Self","High","Near"
3032.85859955697,"Low","High","Apartment","Self","High","Near"
2902.53834058062,"Low","High","Apartment","Self","High","Near"
3067.62318298846,"Low","High","Apartment","Self","High","Near"
2712.08011424571,"Low","High","Apartment","Self","High","Near"
3239.47761664216,"Low","High","Apartment","Self","High","Near"
3096.17631506034,"Low","High","Apartment","Self","High","Near"
2748.38679432707,"Low","High","Apartment","Self","High","Near"
2963.638311453,"Low","High","Apartment","Self","High","Near"
3129.08290487478,"Low","High","Apartment","Self","High","Near"
3089.43274551365,"Low","High","Apartment","Self","High","Near"
3320.48350396922,"High","High","Apartment","Self","High","Near"
2796.75306127629,"High","High","Apartment","Self","High","Near"
3229.0341538726,"High","High","Apartment","Self","High","Near"
3209.1370024853,"High","High","Apartment","Self","High","Near"
2909.37921702429,"High","High","Apartment","Self","High","Near"
2706.01832679453,"High","High","Apartment","Self","High","Near"
2677.71370227887,"High","High","Apartment","Self","High","Near"
3064.44673948624,"High","High","Apartment","Self","High","Near"
2932.21831656978,"High","High","Apartment","Self","High","Near"
3394.77566671286,"High","High","Apartment","Self","High","Near"
3083.78449012405,"High","High","Apartment","Self","High","Near"
2857.01378120913,"High","High","Apartment","Self","High","Near"
2693.61443787572,"High","High","Apartment","Self","High","Near"
2804.39958134869,"High","High","Apartment","Self","High","Near"
3035.72209822433,"High","High","Apartment","Self","High","Near"
2837.26633823584,"High","High","Apartment","Self","High","Near"
3078.55753005767,"High","High","Apartment","Self","High","Near"
2866.41548695755,"High","High","Apartment","Self","High","Near"
2923.61002280138,"High","High","Apartment","Self","High","Near"
2767.37258179804,"High","High","Apartment","Self","High","Near"
3326.26089622718,"Low","Low","On-campus","NSFAS","High","Near"
2933.1554328676,"Low","Low","On-campus","NSFAS","High","Near"
2907.65841012486,"Low","Low","On-campus","NSFAS","High","Near"
2427.03439627898,"Low","Low","On-campus","NSFAS","High","Near"
3014.94797488733,"Low","Low","On-campus","NSFAS","High","Near"
2594.09410278007,"Low","Low","On-campus","NSFAS","High","Near"
2627.11960641143,"Low","Low","On-campus","NSFAS","High","Near"
3079.58529275541,"Low","Low","On-campus","NSFAS","High","Near"
2736.82483837294,"Low","Low","On-campus","NSFAS","High","Near"
2412.9069299992,"Low","Low","On-campus","NSFAS","High","Near"
3292.47602747234,"Low","Low","On-campus","NSFAS","High","Near"
2255.64826865187,"Low","Low","On-campus","NSFAS","High","Near"
2993.2028824649,"Low","Low","On-campus","NSFAS","High","Near"
3104.31231227115,"Low","Low","On-campus","NSFAS","High","Near"
2692.25803333487,"Low","Low","On-campus","NSFAS","High","Near"
2961.07176285289,"Low","Low","On-campus","NSFAS","High","Near"
2959.78259709714,"Low","Low","On-campus","NSFAS","High","Near"
3110.15578822863,"Low","Low","On-campus","NSFAS","High","Near"
2971.02484698813,"Low","Low","On-campus","NSFAS","High","Near"
2788.77905522687,"Low","Low","On-campus","NSFAS","High","Near"
3078.99801448505,"High","Low","On-campus","NSFAS","High","Near"
3050.15558912744,"High","Low","On-campus","NSFAS","High","Near"
2615.85774146605,"High","Low","On-campus","NSFAS","High","Near"
2499.80314150107,"High","Low","On-campus","NSFAS","High","Near"
2890.06938499829,"High","Low","On-campus","NSFAS","High","Near"
2781.5094063062,"High","Low","On-campus","NSFAS","High","Near"
2603.61522185943,"High","Low","On-campus","NSFAS","High","Near"
2870.98266987876,"High","Low","On-campus","NSFAS","High","Near"
2520.00086837827,"High","Low","On-campus","NSFAS","High","Near"
2890.30658783155,"High","Low","On-campus","NSFAS","High","Near"
2693.76790311452,"High","Low","On-campus","NSFAS","High","Near"
3089.29106854812,"High","Low","On-campus","NSFAS","High","Near"
3456.12228529038,"High","Low","On-campus","NSFAS","High","Near"
2621.0051890783,"High","Low","On-campus","NSFAS","High","Near"
3114.41604273574,"High","Low","On-campus","NSFAS","High","Near"
3056.28743194207,"High","Low","On-campus","NSFAS","High","Near"
2832.45144392366,"High","Low","On-campus","NSFAS","High","Near"
2736.58840648575,"High","Low","On-campus","NSFAS","High","Near"
3243.82692670937,"High","Low","On-campus","NSFAS","High","Near"
2348.63554544094,"High","Low","On-campus","NSFAS","High","Near"
2389.20130210158,"Low","Medium","On-campus","NSFAS","High","Near"
2190.78913908556,"Low","Medium","On-campus","NSFAS","High","Near"
2898.82835973652,"Low","Medium","On-campus","NSFAS","High","Near"
2502.32414183879,"Low","Medium","On-campus","NSFAS","High","Near"
2418.83220013258,"Low","Medium","On-campus","NSFAS","High","Near"
3346.01111851658,"Low","Medium","On-campus","NSFAS","High","Near"
2537.49068302809,"Low","Medium","On-campus","NSFAS","High","Near"
2439.06267203337,"Low","Medium","On-campus","NSFAS","High","Near"
2624.96631253404,"Low","Medium","On-campus","NSFAS","High","Near"
2157.89384481126,"Low","Medium","On-campus","NSFAS","High","Near"
2672.57566066802,"Low","Medium","On-campus","NSFAS","High","Near"
2525.95919973001,"Low","Medium","On-campus","NSFAS","High","Near"
2667.13128063254,"Low","Medium","On-campus","NSFAS","High","Near"
2304.40734101554,"Low","Medium","On-campus","NSFAS","High","Near"
2294.25403946301,"Low","Medium","On-campus","NSFAS","High","Near"
2376.64633418095,"Low","Medium","On-campus","NSFAS","High","Near"
2358.0026067268,"Low","Medium","On-campus","NSFAS","High","Near"
2874.7624916709,"Low","Medium","On-campus","NSFAS","High","Near"
2944.78639045202,"Low","Medium","On-campus","NSFAS","High","Near"
2510.77701174023,"Low","Medium","On-campus","NSFAS","High","Near"
2460.26585985383,"High","Medium","On-campus","NSFAS","High","Near"
2467.74029239458,"High","Medium","On-campus","NSFAS","High","Near"
2567.30911946325,"High","Medium","On-campus","NSFAS","High","Near"
2574.22605842526,"High","Medium","On-campus","NSFAS","High","Near"
2622.50859694139,"High","Medium","On-campus","NSFAS","High","Near"
2363.33026473844,"High","Medium","On-campus","NSFAS","High","Near"
2338.27590279492,"High","Medium","On-campus","NSFAS","High","Near"
2849.26941593652,"High","Medium","On-campus","NSFAS","High","Near"
2412.84315972417,"High","Medium","On-campus","NSFAS","High","Near"
2625.76142380636,"High","Medium","On-campus","NSFAS","High","Near"
2535.75736654917,"High","Medium","On-campus","NSFAS","High","Near"
2310.53765196233,"High","Medium","On-campus","NSFAS","High","Near"
2697.76547735288,"High","Medium","On-campus","NSFAS","High","Near"
2593.27621837324,"High","Medium","On-campus","NSFAS","High","Near"
2899.94583905313,"High","Medium","On-campus","NSFAS","High","Near"
2579.36489615675,"High","Medium","On-campus","NSFAS","High","Near"
2467.11356044979,"High","Medium","On-campus","NSFAS","High","Near"
2619.57372832634,"High","Medium","On-campus","NSFAS","High","Near"
2253.60208774117,"High","Medium","On-campus","NSFAS","High","Near"
2341.0264866516,"High","Medium","On-campus","NSFAS","High","Near"
2377.56831278486,"Low","High","On-campus","NSFAS","High","Near"
2166.71977469401,"Low","High","On-campus","NSFAS","High","Near"
2233.50976341188,"Low","High","On-campus","NSFAS","High","Near"
2221.19457264451,"Low","High","On-campus","NSFAS","High","Near"
2087.37184530637,"Low","High","On-campus","NSFAS","High","Near"
1745.3278352294,"Low","High","On-campus","NSFAS","High","Near"
2337.20874254415,"Low","High","On-campus","NSFAS","High","Near"
2440.40987691171,"Low","High","On-campus","NSFAS","High","Near"
1927.82094116247,"Low","High","On-campus","NSFAS","High","Near"
2620.60067961465,"Low","High","On-campus","NSFAS","High","Near"
2346.28870592181,"Low","High","On-campus","NSFAS","High","Near"
2585.41007374847,"Low","High","On-campus","NSFAS","High","Near"
2010.70738218943,"Low","High","On-campus","NSFAS","High","Near"
2291.69532208856,"Low","High","On-campus","NSFAS","High","Near"
2224.9965102653,"Low","High","On-campus","NSFAS","High","Near"
2442.12685797044,"Low","High","On-campus","NSFAS","High","Near"
2106.03510802183,"Low","High","On-campus","NSFAS","High","Near"
2247.47558201188,"Low","High","On-campus","NSFAS","High","Near"
1805.33521281401,"Low","High","On-campus","NSFAS","High","Near"
2055.59463928237,"Low","High","On-campus","NSFAS","High","Near"
2281.25847091628,"High","High","On-campus","NSFAS","High","Near"
2073.41962690294,"High","High","On-campus","NSFAS","High","Near"
2239.10762854713,"High","High","On-campus","NSFAS","High","Near"
2133.0185065187,"High","High","On-campus","NSFAS","High","Near"
